Formula,Name,M+2H,M-H,Exact Mass,M+H,M+Na,2M-H,2M+H,2M+Na,,,,,,,,,,
C11H11NO,Louisianin-C,378.02262,753.0234,754.0307,755.0380,777.0297,1507.0541,1509.0687,1531.0604,,,,,,,1000000,1000000,1000000,1000000
C11H11NO,Louisianin-D,378.52262,754.0234,755.0307,756.0380,778.0297,1509.0541,1511.0687,1533.0604,,,,,,,1000000,1000000,1000000,1000000
C7H15N3O2,L-N5-(1-Iminoethyl)ornithine,379.02262,755.0234,756.0307,757.0380,779.0297,1511.0541,1513.0687,1535.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O5,"3,4,5,6-Tetrahydroxy-1-cyclohexene-1-car",379.52262,756.0234,757.0307,758.0380,780.0297,1513.0541,1515.0687,1537.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O5,"4,5,6-Trihydroxy-2-hydroxymethyl-2-cyclo",380.02262,757.0234,758.0307,759.0380,781.0297,1515.0541,1517.0687,1539.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O5,Gabosine-E,380.52262,758.0234,759.0307,760.0380,782.0297,1517.0541,1519.0687,1541.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O5,Gabosine-I; Valienone,381.02262,759.0234,760.0307,761.0380,783.0297,1519.0541,1521.0687,1543.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O5,Gabosine-J,381.52262,760.0234,761.0307,762.0380,784.0297,1521.0541,1523.0687,1545.0604,,,,,,,1000000,1000000,1000000,1000000
C5H10N4O3,WAP-5044-C,382.02262,761.0234,762.0307,763.0380,785.0297,1523.0541,1525.0687,1547.0604,,,,,,,1000000,1000000,1000000,1000000
C8H14O4,Vertimycin,382.52262,762.0234,763.0307,764.0380,786.0297,1525.0541,1527.0687,1549.0604,,,,,,,1000000,1000000,1000000,1000000
C8H18N2O2,Karabemycin; AM 6424,383.02262,763.0234,764.0307,765.0380,787.0297,1527.0541,1529.0687,1551.0604,,,,,,,1000000,1000000,1000000,1000000
C8H18N2O2,MC902 C,383.52262,764.0234,765.0307,766.0380,788.0297,1529.0541,1531.0687,1553.0604,,,,,,,1000000,1000000,1000000,1000000
C8H18N2O2,MC902 F,384.02262,765.0234,766.0307,767.0380,789.0297,1531.0541,1533.0687,1555.0604,,,,,,,1000000,1000000,1000000,1000000
C7H18N4O,Bellenamine; D-beta-Lysylmethanediamine,384.52262,766.0234,767.0307,768.0380,790.0297,1533.0541,1535.0687,1557.0604,,,,,,,1000000,1000000,1000000,1000000
C8H5N3O2,Nocarsin A,385.02262,767.0234,768.0307,769.0380,791.0297,1535.0541,1537.0687,1559.0604,,,,,,,1000000,1000000,1000000,1000000
C10H9NO2,3-(Hydroxyacetyl)-indole,385.52262,768.0234,769.0307,770.0380,792.0297,1537.0541,1539.0687,1561.0604,,,,,,,1000000,1000000,1000000,1000000
C10H9NO2,Indole-3-acetic acid; Indolyl-3-acetic a,386.02262,769.0234,770.0307,771.0380,793.0297,1539.0541,1541.0687,1563.0604,,,,,,,1000000,1000000,1000000,1000000
C10H9NO2,3-Indolyl carboxylic acid methyl ester,386.52262,770.0234,771.0307,772.0380,794.0297,1541.0541,1543.0687,1565.0604,,,,,,,1000000,1000000,1000000,1000000
C10H9NO2,4-Hydroxy-N-methylcarbostyril; N-Methyl-,387.02262,771.0234,772.0307,773.0380,795.0297,1543.0541,1545.0687,1567.0604,,,,,,,1000000,1000000,1000000,1000000
C10H9NO2,3-Methyl-1H-indole-2-carboxylic acid,387.52262,772.0234,773.0307,774.0380,796.0297,1545.0541,1547.0687,1569.0604,,,,,,,1000000,1000000,1000000,1000000
C7H13NO4,Valienamine,388.02262,773.0234,774.0307,775.0380,797.0297,1547.0541,1549.0687,1571.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13N3O3,O-(L-Norvalyl-5)-isourea; 2-Amino-5-amid,388.52262,774.0234,775.0307,776.0380,798.0297,1549.0541,1551.0687,1573.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13N3O3,O-L-Norvalyl-5-isourea,389.02262,775.0234,776.0307,777.0380,799.0297,1551.0541,1553.0687,1575.0604,,,,,,,1000000,1000000,1000000,1000000
C11H13NO,Tryptophol methyl ether,389.52262,776.0234,777.0307,778.0380,800.0297,1553.0541,1555.0687,1577.0604,,,,,,,1000000,1000000,1000000,1000000
C12H17N,Nigrifactin,390.02262,777.0234,778.0307,779.0380,801.0297,1555.0541,1557.0687,1579.0604,,,,,,,1000000,1000000,1000000,1000000
C6H8O6,Ascorbic acid; L-Xyloascorbic acid; Vita,390.52262,778.0234,779.0307,780.0380,802.0297,1557.0541,1559.0687,1581.0604,,,,,,,1000000,1000000,1000000,1000000
C9H8N2O2,"5-Methyl-1H-quinazolin-2,4-dione",391.02262,779.0234,780.0307,781.0380,803.0297,1559.0541,1561.0687,1583.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O5,"2,5-Dihydroxy-4-oxopentanoylacetat",391.52262,780.0234,781.0307,782.0380,804.0297,1561.0541,1563.0687,1585.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O5,"Glycerol-1,3-diacetate",392.02262,781.0234,782.0307,783.0380,805.0297,1563.0541,1565.0687,1587.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O5,Streptol; Valienol,392.52262,782.0234,783.0307,784.0380,806.0297,1565.0541,1567.0687,1589.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12N2O,"2,2-Dimethyl-2,3-dihydro-(1H)-quinazolin",393.02262,783.0234,784.0307,785.0380,807.0297,1567.0541,1569.0687,1591.0604,,,,,,,1000000,1000000,1000000,1000000
C9H7NOS,2-(2-Hydroxyphenyl)thiazole,393.52262,784.0234,785.0307,786.0380,808.0297,1569.0541,1571.0687,1593.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7N3O2,"4-Acetyl-1,3-dihydroimidazo[4,5-b]pyridi",394.02262,785.0234,786.0307,787.0380,809.0297,1571.0541,1573.0687,1595.0604,,,,,,,1000000,1000000,1000000,1000000
C6H11NO5,5-Amino-5-deoxymannose-1-ketone; Mannoni,394.52262,786.0234,787.0307,788.0380,810.0297,1573.0541,1575.0687,1597.0604,,,,,,,1000000,1000000,1000000,1000000
C7H7N5O,2-Amino-4-hydroxypteridine,395.02262,787.0234,788.0307,789.0380,811.0297,1575.0541,1577.0687,1599.0604,,,,,,,1000000,1000000,1000000,1000000
C10H11NO2,Tuberin; N-Formyl-E-p-methoxystyrilamine,395.52262,788.0234,789.0307,790.0380,812.0297,1577.0541,1579.0687,1601.0604,,,,,,,1000000,1000000,1000000,1000000
C10H11NO2,USF-142-A,396.02262,789.0234,790.0307,791.0380,813.0297,1579.0541,1581.0687,1603.0604,,,,,,,1000000,1000000,1000000,1000000
C10H11NO2,Streptazone A,396.52262,790.0234,791.0307,792.0380,814.0297,1581.0541,1583.0687,1605.0604,,,,,,,1000000,1000000,1000000,1000000
C7H15NO4,"(1R,2S,3S,4S,6R)-4-Amino-6-hydroxymethyl",397.02262,791.0234,792.0307,793.0380,815.0297,1583.0541,1585.0687,1607.0604,,,,,,,1000000,1000000,1000000,1000000
C7H15NO4,"1,5-Dideoxy-1,5-(methylimino)-D-glucitol",397.52262,792.0234,793.0307,794.0380,816.0297,1585.0541,1587.0687,1609.0604,,,,,,,1000000,1000000,1000000,1000000
C11H15NO,beta-Phenylethyl propionamide,398.02262,793.0234,794.0307,795.0380,817.0297,1587.0541,1589.0687,1611.0604,,,,,,,1000000,1000000,1000000,1000000
C5H7ClN2O3,"AT 125; (aS,5S)-Acivicin; NSC 163501; U ",398.52262,794.0234,795.0307,796.0380,818.0297,1589.0541,1591.0687,1613.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O6,scyllo-Inosose,399.02262,795.0234,796.0307,797.0380,819.0297,1591.0541,1593.0687,1615.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O6,2-Keto-3-deoxy-D-gluconic acid,399.52262,796.0234,797.0307,798.0380,820.0297,1593.0541,1595.0687,1617.0604,,,,,,,1000000,1000000,1000000,1000000
C10H10O3,"9-Oxo-2,4,5,7-decatetraenoic acid; LA 1",400.02262,797.0234,798.0307,799.0380,821.0297,1595.0541,1597.0687,1619.0604,,,,,,,1000000,1000000,1000000,1000000
C10H10O3,2-Hydroxymethyl-chroman-4-one,400.52262,798.0234,799.0307,800.0380,822.0297,1597.0541,1599.0687,1621.0604,,,,,,,1000000,1000000,1000000,1000000
C9H10N2O2,Anthranilamide-acetate; o-Acetylaminoben,401.02262,799.0234,800.0307,801.0380,823.0297,1599.0541,1601.0687,1623.0604,,,,,,,1000000,1000000,1000000,1000000
C7H14O5,"Pseudo-a-galactopyranose; (+)2,3,4,5-Tet",401.52262,800.0234,801.0307,802.0380,824.0297,1601.0541,1603.0687,1625.0604,,,,,,,1000000,1000000,1000000,1000000
C11H14O2,Butyl phenylacetate,402.02262,801.0234,802.0307,803.0380,825.0297,1603.0541,1605.0687,1627.0604,,,,,,,1000000,1000000,1000000,1000000
C11H14O2,Nocapyrone F,402.52262,802.0234,803.0307,804.0380,826.0297,1605.0541,1607.0687,1629.0604,,,,,,,1000000,1000000,1000000,1000000
C12H18O,"3,4,4a,5,6,7,8,9-octahydro-4a-methyl-2H-",403.02262,803.0234,804.0307,805.0380,827.0297,1607.0541,1609.0687,1631.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18N2,"2-Isopentyl-3,6-dimethylpyrazine; 2,5-D",403.52262,804.0234,805.0307,806.0380,828.0297,1609.0541,1611.0687,1633.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18N2,2-sec-Butyl-5-isopropyl-pyrazine,404.02262,805.0234,806.0307,807.0380,829.0297,1611.0541,1613.0687,1635.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18N2,2-Isobutyl-5-isopropyl-pyrazine,404.52262,806.0234,807.0307,808.0380,830.0297,1613.0541,1615.0687,1637.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18N2,"2,5-Dimethyl-3-(2-methyl-butyl)-pyrazine",405.02262,807.0234,808.0307,809.0380,831.0297,1615.0541,1617.0687,1639.0604,,,,,,,1000000,1000000,1000000,1000000
C5H6ClNO4,"(R,Z)-4-Amino-3-chloro-2-pentenedioic ac",405.52262,808.0234,809.0307,810.0380,832.0297,1617.0541,1619.0687,1641.0604,,,,,,,1000000,1000000,1000000,1000000
C8H5NO4,Benadrostin,406.02262,809.0234,810.0307,811.0380,833.0297,1619.0541,1621.0687,1643.0604,,,,,,,1000000,1000000,1000000,1000000
C6H5N5O2,Reumycin; Reumitsin; 1-Demethyltoxoflavi,406.52262,810.0234,811.0307,812.0380,834.0297,1621.0541,1623.0687,1645.0604,,,,,,,1000000,1000000,1000000,1000000
C6H5N5O2,Xanthopterin,407.02262,811.0234,812.0307,813.0380,835.0297,1623.0541,1625.0687,1647.0604,,,,,,,1000000,1000000,1000000,1000000
C9H9NO3,Erbstatin; MH435 A,407.52262,812.0234,813.0307,814.0380,836.0297,1625.0541,1627.0687,1649.0604,,,,,,,1000000,1000000,1000000,1000000
C9H9NO3,p-(Acetylamino)benzoic acid,408.02262,813.0234,814.0307,815.0380,837.0297,1627.0541,1629.0687,1651.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO3S,"4-Amino-5-(methylthio)-1,2,3-cyclopentan",408.52262,814.0234,815.0307,816.0380,838.0297,1629.0541,1631.0687,1653.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,3-Amino-3-deoxyglucose; Kanosamine,409.02262,815.0234,816.0307,817.0380,839.0297,1631.0541,1633.0687,1655.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,5-Amino-5-deoxygalactose; Galactostatin,409.52262,816.0234,817.0307,818.0380,840.0297,1633.0541,1635.0687,1657.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,5-Amino-5-deoxyglucose; Nojirimycin; R-4,410.02262,817.0234,818.0307,819.0380,841.0297,1635.0541,1637.0687,1659.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,5-Amino-5-deoxymannose; Nojirimycin B,410.52262,818.0234,819.0307,820.0380,842.0297,1637.0541,1639.0687,1661.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,6012 A1,411.02262,819.0234,820.0307,821.0380,843.0297,1639.0541,1641.0687,1663.0604,,,,,,,1000000,1000000,1000000,1000000
C6H13NO5,Ensanchomycin; MSD 820 A,411.52262,820.0234,821.0307,822.0380,844.0297,1641.0541,1643.0687,1665.0604,,,,,,,1000000,1000000,1000000,1000000
C10H13NO2,N-Hydroxydihydroabikoviromycin,412.02262,821.0234,822.0307,823.0380,845.0297,1643.0541,1645.0687,1667.0604,,,,,,,1000000,1000000,1000000,1000000
C10H13NO2,N-Acetyl-tyramine,412.52262,822.0234,823.0307,824.0380,846.0297,1645.0541,1647.0687,1669.0604,,,,,,,1000000,1000000,1000000,1000000
C10H13NO2,U-77864,413.02262,823.0234,824.0307,825.0380,847.0297,1647.0541,1649.0687,1671.0604,,,,,,,1000000,1000000,1000000,1000000
C10H13NO2,3-(p-Hydroxyphenyl)-N-methylpropionamide,413.52262,824.0234,825.0307,826.0380,848.0297,1649.0541,1651.0687,1673.0604,,,,,,,1000000,1000000,1000000,1000000
C4H2Cl2N2O2,"2,3-Dichloro-4-nitro-1H-pyrrole; Pyrrolo",414.02262,825.0234,826.0307,827.0380,849.0297,1651.0541,1653.0687,1675.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12S3,"3-i-Butyl-1,2,4-trithiolane",414.52262,826.0234,827.0307,828.0380,850.0297,1653.0541,1655.0687,1677.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O6,Jinggangmycin II,415.02262,827.0234,828.0307,829.0380,851.0297,1655.0541,1657.0687,1679.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O6,Jinggangmycin III,415.52262,828.0234,829.0307,830.0380,852.0297,1657.0541,1659.0687,1681.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O6,K-52A,416.02262,829.0234,830.0307,831.0380,853.0297,1659.0541,1661.0687,1683.0604,,,,,,,1000000,1000000,1000000,1000000
C12H8N2,Phenazine,416.52262,830.0234,831.0307,832.0380,854.0297,1661.0541,1663.0687,1685.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12O3,Papuline,417.02262,831.0234,832.0307,833.0380,855.0297,1663.0541,1665.0687,1687.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12O3,p-Hydroxybenzoic acid n-propyl ester,417.52262,832.0234,833.0307,834.0380,856.0297,1665.0541,1667.0687,1689.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12O3,3-Ethoxy-4-hydroxy-acetophenone,418.02262,833.0234,834.0307,835.0380,857.0297,1667.0541,1669.0687,1691.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12O3,Tyrosol 1-acetate; Benzeneethanol 4-hydr,418.52262,834.0234,835.0307,836.0380,858.0297,1669.0541,1671.0687,1693.0604,,,,,,,1000000,1000000,1000000,1000000
C9H12N2O2,SF-2771,419.02262,835.0234,836.0307,837.0380,859.0297,1671.0541,1673.0687,1695.0604,,,,,,,1000000,1000000,1000000,1000000
C11H16O2,Mucidon,419.52262,836.0234,837.0307,838.0380,860.0297,1673.0541,1675.0687,1697.0604,,,,,,,1000000,1000000,1000000,1000000
C11H16O2,3-(1Z-Hexenyl)-5-methyl-2-(5H)furanone,420.02262,837.0234,838.0307,839.0380,861.0297,1675.0541,1677.0687,1699.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16N2O,2-(2-Butyl)-3-methoxy-6-metylpyrazine,420.52262,838.0234,839.0307,840.0380,862.0297,1677.0541,1679.0687,1701.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16N2O,5-sec-Butyl-3-methoxy-2-methyl-pyrazine,421.02262,839.0234,840.0307,841.0380,863.0297,1679.0541,1681.0687,1703.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16N2O,5-Isobutyl-3-methoxy-2-methyl-pyrazine,421.52262,840.0234,841.0307,842.0380,864.0297,1681.0541,1683.0687,1705.0604,,,,,,,1000000,1000000,1000000,1000000
C12H20O,5-(2-Methylenecyclohexyl)-2-pentanone,422.02262,841.0234,842.0307,843.0380,865.0297,1683.0541,1685.0687,1707.0604,,,,,,,1000000,1000000,1000000,1000000
C4H8NO5P,FR 32863; FR 900136,422.52262,842.0234,843.0307,844.0380,866.0297,1685.0541,1687.0687,1709.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7NO2S,6-Hydroxy-3-methyl-2-benzothiazole,423.02262,843.0234,844.0307,845.0380,867.0297,1687.0541,1689.0687,1711.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7NO2S,"7-Hydroxy-2H-1,4-benzothiazin-3(4H)-one",423.52262,844.0234,845.0307,846.0380,868.0297,1689.0541,1691.0687,1713.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7NO4,SL-1,424.02262,845.0234,846.0307,847.0380,869.0297,1691.0541,1693.0687,1715.0604,,,,,,,1000000,1000000,1000000,1000000
C7H7N3O3,Hypnosin,424.52262,846.0234,847.0307,848.0380,870.0297,1693.0541,1695.0687,1717.0604,,,,,,,1000000,1000000,1000000,1000000
C5H12NO4P,Phosphinothricin; Glufosinate BSI,425.02262,847.0234,848.0307,849.0380,871.0297,1695.0541,1697.0687,1719.0604,,,,,,,1000000,1000000,1000000,1000000
C9H11NO3,"3,4-Dimethoxybenzamide",425.52262,848.0234,849.0307,850.0380,872.0297,1697.0541,1699.0687,1721.0604,,,,,,,1000000,1000000,1000000,1000000
C7H6N2O4,2061-A; G-7063-2,426.02262,849.0234,850.0307,851.0380,873.0297,1699.0541,1701.0687,1723.0604,,,,,,,1000000,1000000,1000000,1000000
C9H10O4,Methylenomycin-A; SCP-I,426.52262,850.0234,851.0307,852.0380,874.0297,1701.0541,1703.0687,1725.0604,,,,,,,1000000,1000000,1000000,1000000
C9H10O4,"3,4-Dimethoxytropolone; XK-104",427.02262,851.0234,852.0307,853.0380,875.0297,1703.0541,1705.0687,1727.0604,,,,,,,1000000,1000000,1000000,1000000
C9H10O4,Homogentisic acid methyl ester,427.52262,852.0234,853.0307,854.0380,876.0297,1705.0541,1707.0687,1729.0604,,,,,,,1000000,1000000,1000000,1000000
C8H10N2O3,(S)-a-Amino-5-hydroxy-2-pyridinepropanoi,428.02262,853.0234,854.0307,855.0380,877.0297,1707.0541,1709.0687,1731.0604,,,,,,,1000000,1000000,1000000,1000000
C13H10O,Benzophenone,428.52262,854.0234,855.0307,856.0380,878.0297,1709.0541,1711.0687,1733.0604,,,,,,,1000000,1000000,1000000,1000000
C12H10N2,Harman; 1-Methyl-beta-carboline,429.02262,855.0234,856.0307,857.0380,879.0297,1711.0541,1713.0687,1735.0604,,,,,,,1000000,1000000,1000000,1000000
C10H14O3,6-(2-i-Propyl)-3-ethyl-4-hydroxy-2-pyron,429.52262,856.0234,857.0307,858.0380,880.0297,1713.0541,1715.0687,1737.0604,,,,,,,1000000,1000000,1000000,1000000
C10H14O3,2-[1-Oxo-2-cyclopenten-2-ylmethyl]butano,430.02262,857.0234,858.0307,859.0380,881.0297,1715.0541,1717.0687,1739.0604,,,,,,,1000000,1000000,1000000,1000000
C10H14O3,Fistupyrone,430.52262,858.0234,859.0307,860.0380,882.0297,1717.0541,1719.0687,1741.0604,,,,,,,1000000,1000000,1000000,1000000
C10H14O3,Furfuryl isovalerate,431.02262,859.0234,860.0307,861.0380,883.0297,1719.0541,1721.0687,1743.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18O2,3-Isohexyl-5-methyl-3-oxol-2-on,431.52262,860.0234,861.0307,862.0380,884.0297,1721.0541,1723.0687,1745.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18O2,3-Hexyl-5-methyl-3-oxol-2-one,432.02262,861.0234,862.0307,863.0380,885.0297,1723.0541,1725.0687,1747.0604,,,,,,,1000000,1000000,1000000,1000000
C11H18O2,"(5S,S)-5-Methyl-3-[(3S)-3-methylpentyl]f",432.52262,862.0234,863.0307,864.0380,886.0297,1725.0541,1727.0687,1749.0604,,,,,,,1000000,1000000,1000000,1000000
C12H22O,Geosmin,433.02262,863.0234,864.0307,865.0380,887.0297,1727.0541,1729.0687,1751.0604,,,,,,,1000000,1000000,1000000,1000000
C7H5NO3S,6-Thiocarbonyl-2-pyridinecarboxylic acid,433.52262,864.0234,865.0307,866.0380,888.0297,1729.0541,1731.0687,1753.0604,,,,,,,1000000,1000000,1000000,1000000
C7H5NO5,"2-Amino-3,6-dioxo-4,5-epoxycyclohexane-c",434.02262,865.0234,866.0307,867.0380,889.0297,1731.0541,1733.0687,1755.0604,,,,,,,1000000,1000000,1000000,1000000
C7H5NO5,Cinnaquinone,434.52262,866.0234,867.0307,868.0380,890.0297,1733.0541,1735.0687,1757.0604,,,,,,,1000000,1000000,1000000,1000000
C7H5NO5,4-Hydroxy-3-nitro-benzoic acid,435.02262,867.0234,868.0307,869.0380,891.0297,1735.0541,1737.0687,1759.0604,,,,,,,1000000,1000000,1000000,1000000
C4H10NO5P,Fosmidomycin,435.52262,868.0234,869.0307,870.0380,892.0297,1737.0541,1739.0687,1761.0604,,,,,,,1000000,1000000,1000000,1000000
C4H10NO5P,FR-31564; FR-31705,436.02262,869.0234,870.0307,871.0380,893.0297,1739.0541,1741.0687,1763.0604,,,,,,,1000000,1000000,1000000,1000000
C8H9NO4,Isohematinic acid,436.52262,870.0234,871.0307,872.0380,894.0297,1741.0541,1743.0687,1765.0604,,,,,,,1000000,1000000,1000000,1000000
C8H9NO4,LL-C-10037a; MT 35214; N-(4-Hydroxy-5-o,437.02262,871.0234,872.0307,873.0380,895.0297,1743.0541,1745.0687,1767.0604,,,,,,,1000000,1000000,1000000,1000000
C8H9NO4,2-(4-Hydroxy-3-nitrophenyl)ethanol,437.52262,872.0234,873.0307,874.0380,896.0297,1745.0541,1747.0687,1769.0604,,,,,,,1000000,1000000,1000000,1000000
C9H13NO3,"3,4-Dihydroxy-5-hydroxymethyl-2-i-propyl",438.02262,873.0234,874.0307,875.0380,897.0297,1747.0541,1749.0687,1771.0604,,,,,,,1000000,1000000,1000000,1000000
C9H13NO3,"3,4-Dihydroxy-5-hydroxymethyl-2-n-propyl",438.52262,874.0234,875.0307,876.0380,898.0297,1749.0541,1751.0687,1773.0604,,,,,,,1000000,1000000,1000000,1000000
C8H8O5,3-O-Methylgallic acid,439.02262,875.0234,876.0307,877.0380,899.0297,1751.0541,1753.0687,1775.0604,,,,,,,1000000,1000000,1000000,1000000
C8H8O5,(5-Hydroxy-2-oxo-2H-pyran-4-yl) Me aceta,439.52262,876.0234,877.0307,878.0380,900.0297,1753.0541,1755.0687,1777.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8N2O4,SS 7313B,440.02262,877.0234,878.0307,879.0380,901.0297,1755.0541,1757.0687,1779.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8N2O4,2061-B,440.52262,878.0234,879.0307,880.0380,902.0297,1757.0541,1759.0687,1781.0604,,,,,,,1000000,1000000,1000000,1000000
C11H8N2O,SF-2583B; 5-(3'-Indolyl)oxazole,441.02262,879.0234,880.0307,881.0380,903.0297,1759.0541,1761.0687,1783.0604,,,,,,,1000000,1000000,1000000,1000000
C9H12O4,MMF2,441.52262,880.0234,881.0307,882.0380,904.0297,1761.0541,1763.0687,1785.0604,,,,,,,1000000,1000000,1000000,1000000
C8H12N2O3,Primocarcin,442.02262,881.0234,882.0307,883.0380,905.0297,1763.0541,1765.0687,1787.0604,,,,,,,1000000,1000000,1000000,1000000
C8H12N2O3,"S,R,R-cyclo(Ala, OHPro)",442.52262,882.0234,883.0307,884.0380,906.0297,1765.0541,1767.0687,1789.0604,,,,,,,1000000,1000000,1000000,1000000
C8H12N2O3,"S,S,R-cyclo(Ala, OHPro)",443.02262,883.0234,884.0307,885.0380,907.0297,1767.0541,1769.0687,1791.0604,,,,,,,1000000,1000000,1000000,1000000
C8H12N2O3,"cyclo(L-Pro,L-Ser)",443.52262,884.0234,885.0307,886.0380,908.0297,1769.0541,1771.0687,1793.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16O3,Mycinonic acid II,444.02262,885.0234,886.0307,887.0380,909.0297,1771.0541,1773.0687,1795.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16O3,Streptenol-C,444.52262,886.0234,887.0307,888.0380,910.0297,1773.0541,1775.0687,1797.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16O3,3-(1-Hydroxy-2-methylbutyl)-4-methyl-2(5,445.02262,887.0234,888.0307,889.0380,911.0297,1775.0541,1777.0687,1799.0604,,,,,,,1000000,1000000,1000000,1000000
C10H16O3,Ieodomycin D,445.52262,888.0234,889.0307,890.0380,912.0297,1777.0541,1779.0687,1801.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,FR-008,446.02262,889.0234,890.0307,891.0380,913.0297,1779.0541,1781.0687,1803.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,528,446.52262,890.0234,891.0307,892.0380,914.0297,1781.0541,1783.0687,1805.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,1011,447.02262,891.0234,892.0307,893.0380,915.0297,1783.0541,1785.0687,1807.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,1900-C1,447.52262,892.0234,893.0307,894.0380,916.0297,1785.0541,1787.0687,1809.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,23-68,448.02262,893.0234,894.0307,895.0380,917.0297,1787.0541,1789.0687,1811.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,2644,448.52262,894.0234,895.0307,896.0380,918.0297,1789.0541,1791.0687,1813.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,603,449.02262,895.0234,896.0307,897.0380,919.0297,1791.0541,1793.0687,1815.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,757,449.52262,896.0234,897.0307,898.0380,920.0297,1793.0541,1795.0687,1817.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,927-S-1,450.02262,897.0234,898.0307,899.0380,921.0297,1795.0541,1797.0687,1819.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,A-113,450.52262,898.0234,899.0307,900.0380,922.0297,1797.0541,1799.0687,1821.0604,,,,,,,1000000,1000000,1000000,1000000
C14H16,A-264,451.02262,899.0234,900.0307,901.0380,923.0297,1799.0541,1801.0687,1823.0604,,,,,,,1000000,1000000,1000000,1000000
